Account length,Area code,International plan,Voice mail plan,Number vmail messages,Customer service calls,Churn,Total minutes,Total calls,High CSR calls,Call frequency,Charge Group,Day usage high
0.6921633186157149,-0.5278111927427809,0,1,1.2475083816833452,-0.42917241045590593,0,1.3959621320545743,-0.05542219160585368,0,-0.15754679993501994,1,1
0.16127782725999495,-0.5278111927427809,0,1,1.3209852583528354,-0.42917241045590593,0,0.37609129928980306,0.7872349021630727,0,-0.10918696616671737,0,0
0.9196856720538805,-0.5278111927427809,0,0,-0.5894135350539065,-1.1919548413062027,0,-0.5750491077886462,0.8162920433275184,0,-0.1533742828907346,0,1
-0.420168187081984,-0.6924665449370534,1,0,-0.5894135350539065,0.3336100203943908,0,-0.29347607352533034,-1.450164967499249,0,-0.113597465291818,1,1
-0.6476905405201497,-0.5278111927427809,1,0,-0.5894135350539065,1.0963924512446874,0,-0.8787932471120681,1.5717777136031075,0,0.001511149320485029,0,0
0.43936070368441965,1.7067971584652026,1,0,-0.5894135350539065,-1.1919548413062027,0,0.6975723226613058,0.525720631683061,0,-0.13321617170451583,1,1
0.5152014881638083,1.7067971584652026,0,1,1.174031505013855,1.0963924512446874,0,2.167516588146184,0.46760634935416956,0,-0.13876438515869605,1,1
1.1724882869851758,-0.5278111927427809,1,0,-0.5894135350539065,-1.1919548413062027,0,-1.244616480603779,-0.8690221442103343,0,-0.19018299795570115,0,0
1.0208067180263987,-0.5278111927427809,1,1,2.129230901717226,-1.1919548413062027,0,2.5156029375898123,-0.2297650385925281,0,-0.17469223887176866,1,1
-0.6729708020132792,-0.5278111927427809,0,0,-0.5894135350539065,-1.1919548413062027,0,-0.38881182528377534,2.0076348310697933,0,0.01908934965407959,0,0
1.7033737783408958,-0.6924665449370534,0,0,-0.5894135350539065,-0.42917241045590593,0,-2.2755728658986025,-0.2297650385925281,0,-0.19694712164353317,0,0
-0.1420853106575593,1.7067971584652026,0,0,-0.5894135350539065,1.0963924512446874,0,0.19428823779695154,-0.6365650148947684,0,-0.11732935502024172,0,0
-0.9763339399308335,-0.5278111927427809,0,0,-0.5894135350539065,1.8591748820949843,0,0.5844996868547776,-1.566393532157032,1,-0.04702377339435532,0,0
-0.3948879255888545,-0.6924665449370534,0,1,1.3944621350223254,-0.42917241045590593,0,-0.12054145405652232,0.08986351421637499,0,-0.07495416148533927,0,0
-0.19264583364381835,1.7067971584652026,0,0,-0.5894135350539065,1.0963924512446874,0,-0.49523312957227344,1.2812063019586502,0,-0.06646319044442975,0,0
